model,raw_model_name,sample_index,generated_summary_zh,reference_summary_zh,generated_tokens,gold_tokens,token_diff,token_ratio,source_file,source_group
QWEN,qwen3.5:9b,92,菲奥娜因与年轻学生康拉德独处而心烦意乱，尽管她明知这段关系不合适且担心老板发现，但仍深陷其中无法自拔；万达劝她勇敢面对感情去追求对方。,菲奥娜爱上了他的学生康拉德。,63,13,50,4.846153846153846,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,93,玛格丽特提议在12月4日和11日10点或11点见面，埃文斯确认了这两个时间。玛格丽特还提到了18日，但埃文斯不确定是否能到。他们同意如果18日不可行，可以改到17日，但埃文斯可能也无法参加。最终决定在12月4日10点见面，并约定下周再讨论其他时间。,玛格丽特和埃文斯计划在4日10点和11日11点会面。他们两人都不确定下一次见面的时间，所以他们会在晚些时候定一下约会的日期。,106,56,50,1.8928571428571428,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,93,双方确定了12月4日上午10点会面，后续日期暂定，待进一步确认。,玛格丽特和埃文斯计划在4日10点和11日11点会面。他们两人都不确定下一次见面的时间，所以他们会在晚些时候定一下约会的日期。,27,56,-29,0.48214285714285715,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,93,玛格丽特提议于 12 月 4 日、11 日和 18 日上午见面，埃文斯确认了前两个日期但表示对 18 号不确定。双方讨论了其他备选日期（如 17 号和 14 号），但因行程冲突未能确定。最终约定于 12 月 4 日 10:00 会面，并稍后再定后续时间。,玛格丽特和埃文斯计划在4日10点和11日11点会面。他们两人都不确定下一次见面的时间，所以他们会在晚些时候定一下约会的日期。,89,56,33,1.5892857142857142,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,94,路易斯和阿奇在讨论一个GIF，看起来像梅兰妮。阿奇认为她以前留着卷发更漂亮，而路易斯则坚称直发更美。他们开玩笑地争论着，但都尊重对方的观点。,通过看照片，阿尔奇认为梅兰妮卷发更好看，路易斯不同意。,62,24,38,2.5833333333333335,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,94,两人在看GIF和照片，发现其中一个人物很像Melanie。随后他们就Melanie的造型展开了讨论，关于她留卷发还是直发更美，意见不合但气氛轻松愉快。,通过看照片，阿尔奇认为梅兰妮卷发更好看，路易斯不同意。,56,24,32,2.3333333333333335,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,94,路易斯和阿奇在聊天时分享了几张 GIF 和照片，阿奇指出其中一张像梅兰妮，两人对此大笑。随后他们讨论了梅兰妮的发型：阿奇认为她卷发更迷人，而路易斯则坚持直发让她看起来同样美丽，尽管观点不同，但彼此都尊重对方的看法。,通过看照片，阿尔奇认为梅兰妮卷发更好看，路易斯不同意。,95,24,71,3.9583333333333335,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,95,林达错过了火车，约瑟夫询问下一次出发时间，得知一个小时后有下一班。达西安慰她这不是大灾难。林达表示票价高达80欧元，需要返回阿姆斯特丹，并表达了惊讶之情。,琳达没赶上火车，下一班一小时后就到了。返回阿姆斯特丹的费用是80欧元。,69,31,38,2.225806451612903,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,95,琳达错过了火车，得知下一班一小时后才到，她对损失的八十欧元感到非常震惊。,琳达没赶上火车，下一班一小时后就到了。返回阿姆斯特丹的费用是80欧元。,33,31,2,1.064516129032258,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,95,琳达错过了火车，下一班要等一小时。她原本只需支付八十欧元即可返回阿姆斯特丹，对此感到十分震惊。多西认为这并非悲剧。,琳达没赶上火车，下一班一小时后就到了。返回阿姆斯特丹的费用是80欧元。,52,31,21,1.6774193548387097,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,96,他们正在通过邮件通知关于Lewandowska的情况。她因患上麻疹而住院。与她在过去几天内有过接触的人需要接种疫苗。乔安娜是她的论文导师，但幸运的是她没有在最近学期与她有过面对面的交流。学校将在17日至19日在主楼组织疫苗接种活动。乔安娜计划在18日工作前尽量完成接种。,莱万多夫斯卡得了麻疹。从17号到19号，所有和她接触过的人都在主楼接种疫苗。,115,33,82,3.484848484848485,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,96,关于Lewandowska生病（麻疹）的消息，她住院了。与她近期有接触的人需要接种疫苗。虽然Joanna的导师是她，但为了防疫，她计划在18日工作前去接种疫苗。,莱万多夫斯卡得了麻疹。从17号到19号，所有和她接触过的人都在主楼接种疫苗。,56,33,23,1.696969696969697,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,96,乔安娜收到关于莱万多夫斯卡的邮件，得知她因患麻疹住院。由于近期接触过她的同事需要接种疫苗，而乔安娜是她的论文导师且刚入职时间紧张，梅尔韦强烈建议她在 18 日工作前去主楼参加组织于 17 日至 19 日的疫苗接种活动，希望不必耽误整天工作时间。,莱万多夫斯卡得了麻疹。从17号到19号，所有和她接触过的人都在主楼接种疫苗。,107,33,74,3.242424242424242,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,97,"卡尔：你在哪里？
卡尔：我还在等你！
梅格：我还需要五分钟，我把钥匙丢了。",卡尔在等梅格，她找不到钥匙，要迟到了。,28,16,12,1.75,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,97,卡尔催促梅，因为她弄丢了钥匙需要再等五分钟。,卡尔在等梅格，她找不到钥匙，要迟到了。,20,16,4,1.25,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,97,卡尔询问梅格在哪里并催促她，梅格回复说她需要五分钟，因为把钥匙弄丢了。,卡尔在等梅格，她找不到钥匙，要迟到了。,32,16,16,2.0,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,98,玛丽亚表示对工作感到厌倦，无法再忍受。安娜斯塔西亚理解她的感受，但建议她冷静下来。费利克斯也劝她不要冲动做出决定。玛丽亚感到伤心。,玛丽亚厌倦了她的工作。,59,10,49,5.9,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,98,玛丽亚对工作感到极度厌倦，阿娜斯塔西娅劝她冷静，费利克斯警告她不要草率做决定。,玛丽亚厌倦了她的工作。,36,10,26,3.6,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,98,玛丽亚厌倦了这份工作，无法忍受；阿纳斯塔西娅让她冷静下来，费利克斯则劝她不要冲动做决定。,玛丽亚厌倦了她的工作。,40,10,30,4.0,direct_all_models_100samples_seed42_results.json,direct
Aya-Expanse,aya-expanse:8b,99,卢克今天冲浪经历了糟糕的一天：零波浪、三次被拍打，还有一次被板子击中头。尽管如此，他仍期待下一次冲浪。肯和夏尔也分享了自己类似的冲浪经历。卢克明天下午两点二十二分将再次尝试，并提到低潮时能更好地看到岩石。埃里克则认为中潮通常更理想，因为看到岩石可能很危险。,卢克明天下午2点22分要去冲浪。,117,14,103,8.357142857142858,direct_all_models_100samples_seed42_results.json,direct
Gemma,gemma4:e4b,99,卢克今天冲浪非常惨，经历了零波浪、三次摔倒和一次被冲浪板击中头部，但仍期待下次。肯和夏默安慰他这是常态。关于最佳冲浪时间，卢克提到明天低潮时会去，而埃里克质疑了这一点，认为中潮更好；同时，两人讨论到在退潮时看到岩石的风险，最终结论是虽然能看清岩石，但不如直接避免与它们发生碰撞。,卢克明天下午2点22分要去冲浪。,126,14,112,9.0,direct_all_models_100samples_seed42_results.json,direct
QWEN,qwen3.5:9b,99,卢克今天冲浪惨败，零波次、三次落水还撞了头板；肯欢迎他加入“摔落俱乐部”，夏末也分享了自己差点掉牙的经历。关于最佳潮汐时间，埃里克认为中潮最好，但卢克坚持低潮更好因为能看清岩石且不会在礁石上冲浪，而埃里克则指出看到岩石意味着危险，虽然知道位置很重要，但若视线受阻就十分糟糕；两人最终达成共识：宁愿看见岩石也不愿撞上它们。,卢克明天下午2点22分要去冲浪。,145,14,131,10.357142857142858,direct_all_models_100samples_seed42_results.json,direct
